1583456400	9070.5	9077.0	9001.0	9028.0	178806709
1583463600	9028.0	9090.0	9027.5	9049.0	100126229
1583470800	9049.0	9129.0	9026.0	9125.0	151575661
1583478000	9125.0	9148.0	9105.5	9111.0	150636887
1583485200	9111.0	9137.5	9090.0	9127.0	134314205
1583492400	9127.0	9180.0	9113.0	9143.5	212874490
1583499600	9143.5	9143.5	9062.5	9079.0	212647605
1583506800	9079.0	9113.0	9035.5	9036.0	196321401
1583514000	9036.0	9096.0	9035.0	9095.5	129632089
1583521200	9095.5	9119.0	9083.0	9104.0	63059898
1583528400	9104.0	9138.0	9104.0	9137.5	85111088
1583535600	9137.5	9160.5	9083.0	9158.5	156611646
1583542800	9158.5	9173.5	9107.0	9114.5	142874955
1583550000	9114.5	9135.0	9105.0	9113.5	60636215
1583557200	9113.5	9127.0	9085.0	9104.5	92782302
1583564400	9104.5	9116.0	9064.0	9108.5	118208513
1583571600	9108.5	9137.0	9103.0	9137.0	82809090
1583578800	9137.0	9141.0	9089.5	9113.0	113829213
1583586000	9113.0	9158.0	9091.5	9104.0	178122312
1583593200	9104.0	9134.5	9103.5	9134.0	72649703
1583600400	9134.0	9224.5	8916.5	8937.5	795923998
1583607600	8937.5	8938.0	8851.0	8901.5	272286901
1583614800	8901.5	8905.0	8863.0	8886.5	77185837
1583622000	8886.5	8930.0	8878.0	8900.0	101809161
1583629200	8900.0	8900.0	8726.0	8771.5	318626557
1583636400	8771.5	8782.5	8723.5	8757.0	132529191
1583643600	8757.0	8760.0	8733.5	8735.5	75166602
1583650800	8735.5	8763.5	8713.0	8754.5	112829541
1583658000	8754.5	8760.5	8728.5	8729.0	76808937
1583665200	8729.0	8756.0	8688.0	8750.0	179295585
1583672400	8750.0	8750.5	8636.0	8664.0	344978109
1583679600	8664.0	8675.5	8291.5	8400.0	844043817
1583686800	8400.0	8400.0	8162.0	8311.5	708423627
1583694000	8311.5	8316.0	8261.5	8288.5	114350155
1583701200	8288.5	8310.0	8211.0	8260.0	122252480
1583708400	8260.0	8283.5	8001.0	8038.5	536011711
1583715600	8038.5	8184.5	8014.5	8090.0	356175700
1583722800	8090.0	8112.0	8000.0	8075.0	236545725
1583730000	8075.0	8075.0	7682.5	7936.0	1185669835
1583737200	7936.0	7997.0	7856.5	7904.0	303024677
1583744400	7904.0	7996.0	7884.0	7888.5	213199979
1583751600	7888.5	7933.5	7770.0	7817.0	308268773
1583758800	7817.0	7919.0	7707.0	7804.5	663565202
1583766000	7804.5	7851.0	7630.5	7765.0	641064193
1583773200	7765.0	7874.5	7694.5	7729.5	370903808
1583780400	7729.5	7887.0	7727.0	7841.5	193892451
1583787600	7841.5	7888.0	7794.0	7831.0	163413608
1583794800	7831.0	7936.0	7830.5	7928.0	164432550
1583802000	7928.0	7960.0	7891.0	7897.0	153120877
1583809200	7897.0	7919.5	7834.5	7904.0	158794343
1583816400	7904.0	7945.0	7904.0	7931.0	100532287
1583823600	7931.0	7952.5	7860.0	7892.0	169175865
1583830800	7892.0	7925.0	7870.0	7877.0	111471443
1583838000	7877.0	8114.5	7876.5	8068.5	611552541
1583845200	8068.5	8150.0	8010.0	8071.5	441431673
1583852400	8071.5	8112.0	7723.0	7767.5	640008414
1583859600	7767.5	7905.0	7730.0	7873.0	325737895
1583866800	7873.0	7980.0	7802.0	7980.0	201654379
1583874000	7980.0	8030.5	7915.0	7959.0	225721809
1583881200	7959.0	8012.5	7873.5	7889.5	275877371
1583888400	7889.5	7961.5	7861.0	7927.5	114471650
1583895600	7927.5	7941.0	7879.5	7924.5	95571094
1583902800	7924.5	7945.0	7827.0	7850.0	126701300
1583910000	7850.0	7879.5	7815.0	7861.0	111799696
1583917200	7861.0	7923.5	7792.0	7823.5	231951195
1583924400	7823.5	7869.0	7761.0	7833.0	271286806
1583931600	7833.0	7897.5	7806.5	7854.0	196292302
1583938800	7854.0	7864.0	7741.5	7786.5	249995877
1583946000	7786.5	7829.0	7656.5	7669.0	382403213
1583953200	7669.0	7847.5	7593.0	7831.0	424761076
1583960400	7831.0	7874.5	7806.0	7806.5	134282389
1583967600	7806.5	7985.0	7806.0	7939.0	277141780
1583974800	7939.0	7967.0	7700.0	7716.0	346418349
1583982000	7716.0	7754.5	7557.0	7658.5	544369730
1583989200	7658.5	7658.5	7561.0	7642.0	253972602
1583996400	7642.0	7645.0	7356.0	7383.5	581326336
1584003600	7383.5	7456.5	7303.5	7353.5	375978935
1584010800	7353.5	7364.0	5600.0	5987.0	2962704438
1584018000	5987.0	6233.0	5625.0	5947.0	1534862003
1584025200	5947.0	6142.0	5860.0	6122.5	561273621
1584032400	6122.5	6235.0	5940.5	6112.5	485580203
1584039600	6112.5	6148.0	5982.0	6045.5	278108831
1584046800	6045.5	6057.5	5555.5	5803.0	690155698
1584054000	5803.0	5929.5	4266.0	4346.0	1264854934
1584061200	4346.0	4730.5	3900.0	3978.0	727159296
1584068400	3978.0	5180.0	3596.0	4790.0	861358278
1584075600	4790.0	4913.0	4180.0	4736.0	1061029006
1584082800	4736.0	5270.0	4660.0	5250.0	492058773
1584090000	5250.0	5642.5	4987.5	5564.0	826716581
1584097200	5564.0	5627.0	5111.0	5166.0	779204888
1584104400	5166.0	5873.5	5165.0	5568.5	825912465
1584111600	5568.5	5806.5	4860.0	5157.0	1096501683
1584118800	5157.0	5350.5	4967.5	5151.0	453927655
1584126000	5151.0	5506.0	4721.0	5388.5	599153761
1584133200	5388.5	5580.0	5155.5	5486.0	398615085
1584140400	5486.0	5673.0	5400.0	5571.5	348818822
