1583436300	9110.0	9134.0	9104.0	9117.5	53319694.0
1583439900	9117.5	9171.0	9101.5	9111.0	126958899.0
1583443500	9111.0	9150.0	9090.5	9137.5	72517986
1583447100	9137.5	9137.5	9099.5	9121.0	46100269.0
1583450700	9121.0	9132.0	9060.0	9074.0	84099380.0
1583454300	9074.0	9089.0	9053.0	9075.5	75604406
1583457900	9075.5	9076.0	9001.0	9033.5	124346100
1583461500	9033.5	9066.0	9021.5	9066.0	53812341.0
1583465100	9066.0	9090.0	9057.5	9067.5	46508215.0
1583468700	9067.5	9071.5	9040.5	9041.0	39216851.0
1583472300	9041.0	9105.0	9026.0	9100.0	84756670
1583475900	9100.0	9134.5	9099.5	9117.5	79531928
1583479500	9117.5	9128.0	9108.0	9124.0	52107254.0
1583483100	9124.0	9148.0	9090.0	9098.5	105044428
1583486700	9098.5	9137.5	9097.0	9114.5	64845611.0
1583490300	9114.5	9137.5	9113.0	9121.0	54677200.0
1583493900	9121.0	9173.5	9121.0	9151.5	133163938
1583497500	9151.5	9180.0	9110.0	9117.0	131847122
1583501100	9117.0	9137.0	9100.5	9119.0	66347932
1583504700	9119.0	9123.0	9062.5	9109.0	109542121.0
1583508300	9109.0	9113.0	9067.0	9074.0	73623720
1583511900	9074.0	9078.0	9035.0	9067.0	133049950
1583515500	9067.0	9095.5	9058.0	9095.5	59002626.0
1583519100	9095.5	9097.5	9083.0	9083.0	35219468.0
1583522700	9083.0	9108.0	9083.0	9107.5	22974027.0
1583526300	9107.5	9128.0	9104.0	9121.0	51983988.0
1583529900	9121.0	9138.0	9110.0	9138.0	41451059.0
1583533500	9138.0	9138.0	9083.0	9090.5	58682738.0
1583537100	9090.5	9157.0	9090.0	9126.5	78560540
1583540700	9126.5	9160.5	9125.5	9138.0	67041467.0
1583544300	9138.0	9173.5	9120.5	9128.5	88195274.0
1583547900	9128.5	9129.0	9105.0	9105.5	43631216.0
1583551500	9105.5	9133.0	9105.0	9132.5	27741380.0
1583555100	9132.5	9135.0	9107.0	9107.0	29681905.0
1583558700	9107.0	9108.0	9085.0	9095.5	62144111
1583562300	9095.5	9112.5	9088.5	9107.5	26340826.0
1583565900	9107.5	9115.0	9064.0	9101.0	78167556.0
1583569500	9101.0	9125.0	9096.0	9125.0	59012573.0
1583573100	9125.0	9132.0	9115.0	9122.5	33543245.0
1583576700	9122.5	9137.0	9113.5	9132.5	29236254.0
1583580300	9132.5	9141.0	9089.5	9105.5	87592953
1583583900	9105.5	9158.0	9105.0	9155.0	73269590.0
1583587500	9155.0	9155.0	9105.0	9111.0	82150407
1583591100	9111.0	9121.5	9091.5	9108.0	57603987.0
1583594700	9108.0	9134.5	9105.5	9128.5	39916401.0
1583598300	9128.5	9147.5	9121.0	9142.5	53823738.0
1583601900	9142.5	9224.5	8916.5	8953.0	670492389
1583605500	8953.0	8969.0	8851.0	8887.0	238055136
1583609100	8887.0	8912.5	8860.0	8896.5	102392630.0
1583612700	8896.5	8905.0	8863.0	8903.5	50563468.0
1583616300	8903.5	8904.0	8881.5	8900.0	34650186.0
1583619900	8900.0	8913.0	8885.5	8910.0	29145654.0
1583623500	8910.0	8930.0	8900.0	8906.5	48631189.0
1583627100	8906.5	8906.5	8766.0	8788.5	184774085.0
1583630700	8788.5	8796.0	8726.0	8795.5	136604681
1583634300	8795.5	8796.0	8761.5	8765.5	53845907
1583637900	8765.5	8768.0	8723.5	8764.0	89546973
